Trimestre;Sentido transacción;Zona geográfica;Evolución trimestral del volumen de negocio (€)
2022T3;Desde España con el exterior;Resto;29718339,56
2022T3;Desde España con el exterior;Unión Europea;9317079304,62
2022T4;Dentro de España;Dentro de España;6190137783,69
2022T4;Desde el exterior con España;América Latina;187732921,57
2022T4;Desde el exterior con España;Asia Pacífico;117882847,39
2022T4;Desde el exterior con España;C.E.M.E.A.;179249651,45
2022T4;Desde el exterior con España;Estados Unidos;154972834,76
2022T4;Desde el exterior con España;Reino Unido;143615281,68
2022T4;Desde el exterior con España;Resto;32800430,92
2022T4;Desde el exterior con España;Unión Europea;1219499371,66
2022T4;Desde España con el exterior;América Latina;27399663,78
2022T4;Desde España con el exterior;Asia Pacífico;76664396,57
2022T4;Desde España con el exterior;C.E.M.E.A.;101124257,53
2022T4;Desde España con el exterior;Estados Unidos;168740007,41
2022T4;Desde España con el exterior;Reino Unido;306691757,13
2022T4;Desde España con el exterior;Resto;35872848,47
2022T4;Desde España con el exterior;Unión Europea;10707506828,27
2023T1;Dentro de España;Dentro de España;5870402589,23
2023T1;Desde el exterior con España;América Latina;197215781,6
2023T1;Desde el exterior con España;Asia Pacífico;122464638,3
2023T1;Desde el exterior con España;C.E.M.E.A.;199691684,74
2023T1;Desde el exterior con España;Estados Unidos;190413071,07
2023T1;Desde el exterior con España;Reino Unido;190802192,06
2023T1;Desde el exterior con España;Resto;33753146,83
2023T1;Desde el exterior con España;Unión Europea;1567677036,38
2023T1;Desde España con el exterior;América Latina;29884788,12
2023T1;Desde España con el exterior;Asia Pacífico;70180286,66
2023T1;Desde España con el exterior;C.E.M.E.A.;107612439,57
2023T1;Desde España con el exterior;Estados Unidos;156480704,31
2023T1;Desde España con el exterior;Reino Unido;259896460,03
2023T1;Desde España con el exterior;Resto;82681203,79
2023T1;Desde España con el exterior;Unión Europea;10096151452,11
2023T2;Dentro de España;Dentro de España;6271555301,79
2023T2;Desde el exterior con España;América Latina;235636087,09
2023T2;Desde el exterior con España;Asia Pacífico;131098220,25
2023T2;Desde el exterior con España;C.E.M.E.A.;249280361,25
2023T2;Desde el exterior con España;Estados Unidos;249062844,76
2023T2;Desde el exterior con España;Reino Unido;237469825,41
2023T2;Desde el exterior con España;Resto;42769753,48
2023T2;Desde el exterior con España;Unión Europea;1701709994,27
2023T2;Desde España con el exterior;América Latina;34061807,88
2023T2;Desde España con el exterior;Asia Pacífico;77840668,36
2023T2;Desde España con el exterior;C.E.M.E.A.;112943122,35
2023T2;Desde España con el exterior;Estados Unidos;163275553,46
2023T2;Desde España con el exterior;Reino Unido;264454347,18
2023T2;Desde España con el exterior;Resto;31072316,67
2023T2;Desde España con el exterior;Unión Europea;10689276370,95
2023T3;Dentro de España;Dentro de España;6618113577,34
2023T3;Desde el exterior con España;América Latina;243462142,34
2023T3;Desde el exterior con España;Asia Pacífico;137453731,32
2023T3;Desde el exterior con España;C.E.M.E.A.;286333738,84
2023T3;Desde el exterior con España;Estados Unidos;239511979,8
2023T3;Desde el exterior con España;Reino Unido;264379179,84
2023T3;Desde el exterior con España;Resto;48409566,23
2023T3;Desde el exterior con España;Unión Europea;1880506242,94
2023T3;Desde España con el exterior;América Latina;32032661,08
2023T3;Desde España con el exterior;Asia Pacífico;89993251,16
2023T3;Desde España con el exterior;C.E.M.E.A.;108805059
2023T3;Desde España con el exterior;Estados Unidos;174910633,36
2023T3;Desde España con el exterior;Reino Unido;279415604,64
2023T3;Desde España con el exterior;Resto;33673797,26
2023T3;Desde España con el exterior;Unión Europea;11365619462,53
2023T4;Dentro de España;Dentro de España;6637888736,99
2023T4;Desde el exterior con España;América Latina;216803444,07
2023T4;Desde el exterior con España;Asia Pacífico;102127231,59
2023T4;Desde el exterior con España;C.E.M.E.A.;205222668,4
2023T4;Desde el exterior con España;Estados Unidos;185139793,58
2023T4;Desde el exterior con España;Reino Unido;176456232,33
2023T4;Desde el exterior con España;Resto;38464523,87
2023T4;Desde el exterior con España;Unión Europea;1551000607,71
2023T4;Desde España con el exterior;América Latina;35757203,13
2023T4;Desde España con el exterior;Asia Pacífico;105977456,87
2023T4;Desde España con el exterior;C.E.M.E.A.;116122611,09
2023T4;Desde España con el exterior;Estados Unidos;186212402,85
2023T4;Desde España con el exterior;Reino Unido;279457430,78
2023T4;Desde España con el exterior;Resto;37542277,45
2023T4;Desde España con el exterior;Unión Europea;12832376262,17
2024T1;Dentro de España;Dentro de España;6353755618,84
2024T1;Desde el exterior con España;América Latina;232496586,15
2024T1;Desde el exterior con España;Asia Pacífico;108729322,22
2024T1;Desde el exterior con España;C.E.M.E.A.;226817117,44
2024T1;Desde el exterior con España;Estados Unidos;215405617,21
2024T1;Desde el exterior con España;Reino Unido;226540054,18
2024T1;Desde el exterior con España;Resto;45697584,11
2024T1;Desde el exterior con España;Unión Europea;1676848730,81
2024T1;Desde España con el exterior;América Latina;39666095,35
2024T1;Desde España con el exterior;Asia Pacífico;90438824,74
2024T1;Desde España con el exterior;C.E.M.E.A.;126595019,43
2024T1;Desde España con el exterior;Estados Unidos;185031538,78
2024T1;Desde España con el exterior;Reino Unido;271706250,31
2024T1;Desde España con el exterior;Resto;42712838,88
2024T1;Desde España con el exterior;Unión Europea;11950671953,06
